LSOA21CD,2021 super output area - lower layer,unemployment_rate_percent,level4_qualification_percent,detached_housing_percent,terraced_housing_percent,total_rent_ratio_percent,high_ses_percent,overcrowded_percent,no_car_ratio_percent,no2_concentration_ugm3,so2_concentration_ugm3,pm10_concentration_ugm3,ndvi_passive_green_space
E01006014,E01006014 : Tameside 018C,5.16,21.6,14.94,30.91,40.42,23.51 ,6.85 ,23.14,17.35,2.78,12.26,0.42
E01006019,E01006019 : Tameside 018D,7.35,18.94,7.49,12.29,65.44,18.90 ,4.79 ,39.53,14.69,2.33,12.17,0.49
E01006020,E01006020 : Tameside 018E,5.18,17.86,10.22,27.64,33.12,25.13 ,5.27 ,22.29,15.22,2.42,12.3,0.45
E01005963,E01005963 : Tameside 019A,4.94,26.25,6.16,37.17,18.4,31.42 ,4.93 ,18.57,15.47,2.77,14.06,0.33
E01005964,E01005964 : Tameside 019B,4.85,25.4,15.81,55.32,25.04,29.22 ,5.95 ,17.86,15.47,2.77,14.08,0.32
E01005965,E01005965 : Tameside 019C,5.38,24.89,6.15,40.03,43.98,26.50 ,5.90 ,29.4,16.41,2.77,13.15,0.36
E01005966,E01005966 : Tameside 019D,6.72,23.78,9.28,35.52,43.57,25.23 ,9.27 ,20.19,15.47,2.77,14.62,0.35
E01005967,E01005967 : Tameside 019E,7.52,19.46,7.32,15.77,64.08,20.54 ,8.31 ,40.28,15.47,2.77,14.08,0.38
E01006031,E01006031 : Tameside 020A,5.25,23.55,13.87,37.57,47.44,27.15 ,7.57 ,31.02,16.82,2.58,12.71,0.35
E01006032,E01006032 : Tameside 020B,5.94,22.4,3.17,41.33,48.67,20.52 ,5.83 ,25.17,16.37,2.41,12.53,0.43
E01006033,E01006033 : Tameside 020C,6.09,21.91,5.56,54.49,38.4,23.04 ,6.31 ,24.4,16.69,2.53,12.44,0.33
E01006034,E01006034 : Tameside 020D,5.54,23.09,11.41,23.47,47.09,26.04 ,3.99 ,25.83,14.69,2.33,12.46,0.42
E01006035,E01006035 : Tameside 020E,4.7,24.6,5.7,39.49,44.07,27.26 ,4.64 ,28.6,16.04,2.37,12.74,0.37
E01006036,E01006036 : Tameside 020F,6.31,23.52,9.93,44.98,53.01,25.40 ,7.92 ,27.46,16.37,2.47,12.62,0.39
E01005970,E01005970 : Tameside 021A,4.33,24.18,55.32,2.47,13.58,29.53 ,3.39 ,16.56,16.67,2.68,13.51,0.37
E01005972,E01005972 : Tameside 021B,7.53,19.96,2.36,58.06,46.91,21.96 ,6.85 ,31.05,16.83,2.61,15.12,0.23
E01005974,E01005974 : Tameside 021C,6.49,21.75,5.24,47.87,48.05,22.26 ,6.21 ,32.36,17.28,2.59,14.15,0.14
E01005975,E01005975 : Tameside 021D,6.15,22.62,1.88,49.86,48.27,23.51 ,8.38 ,31.07,18.19,2.45,14.65,0.32
E01006024,E01006024 : Tameside 022A,3.44,33.42,56.33,8.15,6.1,40.42 ,1.46 ,6.25,12.19,1.93,11.15,0.52
E01006026,E01006026 : Tameside 022B,4.46,25.14,8.59,57.3,38.72,26.75 ,6.81 ,27.6,13.12,2,11.58,0.38
E01006037,E01006037 : Tameside 022C,3.82,27.16,26.27,20.58,7.07,37.20 ,1.69 ,8.45,13.38,2.1,12.09,0.37
E01006038,E01006038 : Tameside 022D,4.44,22.16,8.27,23.16,18.85,28.17 ,5.12 ,14.89,14.42,2.19,12.19,0.43
E01006047,E01006047 : Tameside 023A,3.55,29.44,18.41,42.4,26.69,33.80 ,4.41 ,17.23,10.49,2.33,10.67,0.46
E01006048,E01006048 : Tameside 023B,3.89,32.64,33.95,28.16,25.86,38.52 ,3.17 ,16.25,10.67,1.75,11,0.47
E01006049,E01006049 : Tameside 023C,4.66,28.25,12.88,47.17,32.2,33.33 ,3.92 ,17.76,10.34,1.92,10.54,0.47
E01006051,E01006051 : Tameside 023D,4.67,41.11,23.03,49.24,25,41.91 ,5.22 ,14.05,9.79,1.71,10.31,0.6
E01005985,E01005985 : Tameside 024A,2.54,23.41,3.6,5.32,13.26,33.03 ,2.45 ,16.26,15.86,2.4,13.53,0.36
E01005987,E01005987 : Tameside 024B,2.93,21.74,3.29,2.43,10.3,33.69 ,4.71 ,14.74,15.93,2.4,13.09,0.36
E01005988,E01005988 : Tameside 024C,4.26,28.3,3.44,5.79,15.34,35.41 ,1.88 ,12.54,15.54,2.32,12.99,0.31
E01005990,E01005990 : Tameside 024D,3.62,23.14,4.15,3.83,16.64,31.21 ,2.88 ,19.65,17.18,2.4,14.17,0.37
E01005991,E01005991 : Tameside 024E,5.09,27.57,5.31,37.46,22.67,29.70 ,2.88 ,16.13,16.06,2.32,13.49,0.3
E01005971,E01005971 : Tameside 025A,6.15,18.85,5.36,27.44,32.91,24.32 ,3.94 ,23.89,16.83,2.61,14.87,0.3
E01005986,E01005986 : Tameside 025B,4.19,18.54,2.43,20.79,30.47,23.61 ,4.35 ,20.45,17.14,2.35,14.22,0.4
E01005989,E01005989 : Tameside 025C,4.13,23.36,18.61,12.08,10.67,34.07 ,1.59 ,10.87,16.08,2.28,13.77,0.37
E01005992,E01005992 : Tameside 025D,4.44,20.66,1.54,53.75,40.1,23.95 ,4.97 ,31.86,17.14,2.35,14.22,0.18
E01005973,E01005973 : Tameside 026A,4.68,24.74,12.19,11.19,16.25,28.76 ,2.50 ,15.19,16.33,2.45,12.47,0.37
E01005976,E01005976 : Tameside 026B,5.68,15.81,2.71,36.68,50.88,19.11 ,9.41 ,31.69,17.01,2.37,13.61,0.44
E01005977,E01005977 : Tameside 026C,4.27,20.64,2.56,50.6,19.13,26.29 ,3.01 ,20.93,17.01,2.37,13.61,0.36
E01005978,E01005978 : Tameside 026D,7.28,17.93,1.17,13.67,50.08,21.11 ,6.32 ,31.4,13.86,2.11,11.95,0.48
E01006025,E01006025 : Tameside 027A,6.03,22.72,9.85,57.67,49.55,21.46 ,7.16 ,27.02,11.77,1.85,11.27,0.5
E01006027,E01006027 : Tameside 027B,5.41,21.81,8.67,49.9,49.25,22.06 ,5.78 ,31.57,10.85,1.77,10.57,0.48
E01006050,E01006050 : Tameside 027C,6.66,13.84,3.96,60.03,69.94,13.46 ,9.62 ,38.49,10.19,1.71,10.5,0.47
E01006052,E01006052 : Tameside 027D,6.76,16.82,9.49,53.77,55.78,19.72 ,6.62 ,35.09,10.58,1.74,10.8,0.47
E01006028,E01006028 : Tameside 028A,8.15,17.88,3.46,43.08,66.11,16.09 ,8.34 ,47.88,14.22,2.18,12.26,0.13
E01006029,E01006029 : Tameside 028B,6.8,22.57,14.03,60.17,44.2,18.69 ,15.38 ,30.49,12.88,2.11,11.95,0.26
E01006030,E01006030 : Tameside 028C,6.75,21.37,7.55,36.24,43.39,25.68 ,8.33 ,25.93,11.44,1.94,11.25,0.46
E01006039,E01006039 : Tameside 028D,8.19,23.2,7.73,43.71,42.16,17.62 ,17.18 ,25.88,12.67,2.32,12.07,0.37
E01006040,E01006040 : Tameside 028E,8.6,20.35,4.91,55.47,52.14,18.37 ,17.94 ,30.32,14.56,2.21,12.44,0.19
E01006041,E01006041 : Tameside 028F,7.64,21.82,3.45,80.17,35.86,20.44 ,11.57 ,27.94,12.19,2.05,12.05,0.2
E01005979,E01005979 : Tameside 029A,4.99,20.91,10.91,27.21,34.93,28.01 ,3.87 ,25.77,14.02,2.31,12.15,0.44
E01005980,E01005980 : Tameside 029B,7.37,19.1,3.76,35.84,46.31,20.22 ,7.82 ,28.64,16.32,2.34,12.88,0.49
E01005981,E01005981 : Tameside 029C,5.22,19.8,3.87,47.69,56,20.18 ,9.24 ,36.7,16.71,2.35,13.25,0.49
E01005982,E01005982 : Tameside 029D,6.49,22.37,14.79,31.16,39.61,26.01 ,8.47 ,23.63,16.8,2.31,14.3,0.5
E01005983,E01005983 : Tameside 029E,4.22,25.95,24.24,23.66,13.26,32.77 ,1.74 ,14.33,15.31,2.29,12.3,0.42
E01005984,E01005984 : Tameside 029F,7.63,18.67,2.97,34.9,72.22,17.80 ,5.32 ,38.2,16.6,2.33,13.4,0.54
E01006042,E01006042 : Tameside 030A,2.13,34.87,11.21,36.82,27.22,38.33 ,3.57 ,16.85,11.66,2,12.12,0.4
E01006043,E01006043 : Tameside 030B,5.47,21.25,4.13,34.38,28.71,27.74 ,7.45 ,18.21,12.16,2.16,12.1,0.45
E01006044,E01006044 : Tameside 030C,4.08,28.06,20.46,23.85,19.88,33.76 ,5.03 ,17.25,12.59,2.3,12.24,0.54
E01006045,E01006045 : Tameside 030D,3.63,38.21,44.57,6.37,6.19,43.22 ,2.63 ,9.38,10.33,1.93,10.96,0.61
E01006046,E01006046 : Tameside 030E,2.37,29.48,4.78,21.05,12.6,34.43 ,2.39 ,11.64,11.59,2.15,12.2,0.35
E01006109,E01006109 : Trafford 001A,13.45,23.95,2.25,22.14,85.37,14.11 ,11.63 ,51.97,17.13,2.35,13.23,0.4
E01006110,E01006110 : Trafford 001B,6.31,41.77,1.22,86.91,39.02,31.58 ,7.46 ,31.46,17.26,2.3,12.83,0.25
E01006111,E01006111 : Trafford 001C,14.3,29.12,4.16,72.15,68.47,17.27 ,14.23 ,34.95,17.26,2.3,12.83,0.21
E01006112,E01006112 : Trafford 001D,9.66,32.59,3.99,54.35,64,21.44 ,13.25 ,40.43,17.26,2.3,12.83,0.27
E01006188,E01006188 : Trafford 001F,7.25,48.76,2.04,43,58.8,35.07 ,12.33 ,33.21,17.16,2.33,12.85,0.28
E01034000,E01034000 : Trafford 001G,10.28,59.23,0.13,0.93,91.34,38.66 ,17.69 ,55.85,18.84,2.54,13.17,0.24
E01034001,E01034001 : Trafford 001H,10.01,37.19,1.8,20.92,67.99,22.45 ,12.95 ,45.84,17.16,2.33,12.85,0.37
E01006116,E01006116 : Trafford 002A,4.61,35.17,10.99,24.58,13.04,39.86 ,1.86 ,13.59,14.24,2.07,12.43,0.45
E01006117,E01006117 : Trafford 002B,3.82,36.64,21.56,0.47,9.08,43.86 ,1.88 ,10.49,15.23,2.2,12.07,0.49
E01006118,E01006118 : Trafford 002C,5.09,29.6,5.23,7.32,35.87,35.00 ,2.69 ,22.46,15.25,2.14,12.84,0.48
E01006119,E01006119 : Trafford 002D,4.09,34.73,9.02,1.11,10.95,40.93 ,1.90 ,10.41,15.23,2.2,12.27,0.4
E01006121,E01006121 : Trafford 002E,4.68,25.81,0.5,19.77,19.6,28.54 ,1.85 ,13.07,16.65,2.41,13.24,0.14
E01006141,E01006141 : Trafford 003A,7.76,37.09,3.72,10.85,29.21,31.30 ,3.72 ,21.83,16.1,2.08,13,0.44
E01006186,E01006186 : Trafford 003B,7.21,40.49,1.9,27.03,53.75,31.38 ,9.50 ,37.38,17.07,2.32,13.07,0.3
E01006187,E01006187 : Trafford 003C,5.67,37.84,1.75,67.4,44.65,34.22 ,6.31 ,30.59,16.7,2.32,13.02,0.22
E01006189,E01006189 : Trafford 003D,5.97,35.44,3.55,34.3,35.12,34.53 ,5.59 ,22.26,16.77,2.11,13.3,0.36
E01006113,E01006113 : Trafford 004A,5.29,42.69,6.98,2.96,19.28,33.23 ,5.93 ,17.55,15.49,2.13,12.7,0.4
E01006114,E01006114 : Trafford 004B,7.64,37.66,5.98,8.26,42.96,29.08 ,7.22 ,28.12,15.38,2.11,12.66,0.42
E01006115,E01006115 : Trafford 004C,7.04,46.38,4.56,1.52,37.23,35.99 ,8.63 ,28.21,15.41,2.11,12.71,0.46
E01006145,E01006145 : Trafford 004D,8.96,33.52,4.47,21.22,60.42,25.73 ,11.54 ,35.24,16.93,2.31,12.96,0.39
E01006146,E01006146 : Trafford 004E,6.29,45.16,2.96,0.78,18.91,38.64 ,3.57 ,15.22,15.91,2.04,12.95,0.42
E01006122,E01006122 : Trafford 005A,2.96,31.2,15.9,4.58,11.98,38.03 ,1.35 ,11.04,13.38,2.05,12.43,0.44
E01006123,E01006123 : Trafford 005B,2.65,37.99,39.54,16.92,15.69,41.40 ,1.39 ,10.15,13.69,2.03,12.67,0.5
E01006124,E01006124 : Trafford 005C,2.88,40.8,57.5,1.15,6.85,48.60 ,1.48 ,8.7,13.38,2.15,12.55,0.5
E01006128,E01006128 : Trafford 005D,2.82,44.13,9.81,14.14,16.56,45.57 ,1.66 ,14.19,12.69,2.14,11.79,0.47
E01006131,E01006131 : Trafford 005E,4.31,40.06,24.72,4.15,16.21,45.65 ,1.77 ,15.25,11.88,2.08,11.74,0.49
E01006155,E01006155 : Trafford 006A,4.09,33.86,3.76,13.35,18.97,39.74 ,1.95 ,12.43,15.7,2.17,12.51,0.41
E01006157,E01006157 : Trafford 006B,4.04,36.67,1.37,6.87,21.34,32.63 ,4.87 ,15.96,17.06,2.36,13.17,0.24
E01006159,E01006159 : Trafford 006C,5.66,28.31,0.71,33.81,45.33,26.91 ,10.64 ,24.22,16.1,2.16,12.87,0.41
E01006182,E01006182 : Trafford 006D,5.59,38.45,14.19,0.34,10.75,37.79 ,3.24 ,11.24,16.53,2.14,13.18,0.39
E01006183,E01006183 : Trafford 006E,4.11,38.1,17.38,5.69,16.22,36.16 ,3.33 ,11.99,16.73,1.93,13.59,0.41
E01006125,E01006125 : Trafford 007A,4.68,31.85,12.99,5.92,17,37.44 ,2.13 ,12.85,13.66,2.11,12.98,0.47
E01006126,E01006126 : Trafford 007B,5.42,23.54,2.41,42.7,41.1,27.11 ,5.50 ,25.27,13.15,2.24,12.11,0.51
E01006127,E01006127 : Trafford 007C,5.13,28.68,19.06,4.2,13.73,34.87 ,3.55 ,11.15,13.92,3.26,12.41,0.45
E01006130,E01006130 : Trafford 007D,3.08,38.23,8.65,16.62,16.37,43.22 ,3.64 ,13.51,12.82,2.21,11.84,0.44
E01006132,E01006132 : Trafford 007E,3.03,37.31,17.19,12.44,25.6,41.04 ,2.82 ,17.01,12.35,2.74,11.69,0.52
E01006156,E01006156 : Trafford 008A,6.43,30.61,15.93,11.05,35.16,31.59 ,4.59 ,18.27,15.5,2.1,12.43,0.45
E01006158,E01006158 : Trafford 008B,7.01,29.12,1.4,11.04,46.89,26.96 ,6.09 ,28.55,15.89,2.29,12.99,0.39
E01006179,E01006179 : Trafford 008C,4.77,35.17,4.23,14.22,50.29,33.70 ,6.24 ,34.12,15.8,1.99,13.06,0.44
E01006184,E01006184 : Trafford 008D,6.17,33.41,7.28,4.37,37.14,32.63 ,4.89 ,27.89,14.67,2.04,12.41,0.5
E01006198,E01006198 : Trafford 009A,4.26,37.78,6.96,31.11,36.95,40.65 ,5.71 ,30.96,14.29,2.13,11.83,0.41
E01006199,E01006199 : Trafford 009B,6.73,36.7,2.55,41.74,44.16,38.64 ,3.22 ,22.58,14.88,2.19,11.85,0.47
E01006200,E01006200 : Trafford 009C,4.2,33.86,19.47,12.15,37.63,33.78 ,10.67 ,26.75,12.08,1.92,11.57,0.47
E01006201,E01006201 : Trafford 009D,3.65,45.55,5.18,41.31,31.24,44.91 ,11.21 ,20.98,13.13,2.06,11.79,0.38
E01006202,E01006202 : Trafford 009E,3.88,43.9,14.66,8.73,34.76,45.45 ,7.74 ,25.41,12.16,1.95,11.76,0.23
E01006120,E01006120 : Trafford 010A,2.04,40.6,30.95,0.54,9.12,44.01 ,1.25 ,9.68,14.17,2.16,11.81,0.47
E01006129,E01006129 : Trafford 010B,3.34,29.97,14.38,14.06,36.73,35.00 ,2.04 ,20.88,12.14,2.08,11.61,0.48
E01006133,E01006133 : Trafford 010C,4.33,31.85,5.86,1.08,6.62,38.85 ,2.16 ,13.89,11.81,1.99,11.9,0.48
E01006197,E01006197 : Trafford 010D,4.27,45.38,7.36,27.76,16.61,46.31 ,1.85 ,15.91,13.13,2.07,11.78,0.46
E01006203,E01006203 : Trafford 010E,2.77,43.41,16.63,2.51,8.3,48.16 ,1.35 ,9.86,11.71,1.91,11.76,0.48
E01006142,E01006142 : Trafford 011A,6.06,39.86,8.23,7.57,32.45,36.66 ,4.12 ,30.45,17.03,2.01,13.36,0.48
E01006143,E01006143 : Trafford 011B,5.14,53.99,5.6,7.76,27.01,48.85 ,4.31 ,21.98,16.9,1.97,13.21,0.47
E01006144,E01006144 : Trafford 011C,7.01,33.89,2.89,37.86,64.16,29.84 ,6.64 ,43.79,16.9,1.97,13.21,0.34
E01006180,E01006180 : Trafford 011D,3.17,44.86,2.17,70.5,36.73,42.00 ,4.21 ,24.17,16.81,2.09,13.35,0.29
E01006181,E01006181 : Trafford 011E,5.1,34.72,3.66,5.95,29.4,33.48 ,6.90 ,21.93,16.53,2.14,13.18,0.39
E01006147,E01006147 : Trafford 012A,2.74,47.98,8.49,19.81,8.71,51.10 ,0.95 ,8.14,13.17,1.96,11.98,0.45
E01006149,E01006149 : Trafford 012B,4.34,48.22,7.84,22.64,32.31,49.76 ,2.19 ,23.44,14.33,2.05,12.53,0.41
E01006150,E01006150 : Trafford 012C,4.65,48.54,6.71,10.75,38.15,47.75 ,4.97 ,26.59,12.82,1.93,11.95,0.45
E01006154,E01006154 : Trafford 012D,2.93,55.17,19.58,40.21,22.76,50.65 ,3.18 ,12.1,13.85,2.01,12.24,0.38
E01006165,E01006165 : Trafford 012E,4.42,49.72,1.98,51.65,42.12,47.93 ,4.61 ,23.54,15.54,2.02,12.65,0.33
E01006166,E01006166 : Trafford 013A,4.77,32.5,13.99,30.49,33.77,32.81 ,5.44 ,17.79,12,1.87,11.57,0.5
E01006169,E01006169 : Trafford 013B,3.8,35.84,12.8,14.16,17.39,41.28 ,2.56 ,15.21,12.01,1.89,11.66,0.41
E01006170,E01006170 : Trafford 013C,5.41,39.89,7.96,23.01,23.19,44.08 ,2.65 ,16.74,12.01,1.89,11.66,0.46
E01006171,E01006171 : Trafford 013D,6.57,24.15,1.56,44.46,50.39,26.48 ,4.31 ,24.8,12,1.87,11.44,0.49
E01006098,E01006098 : Trafford 014A,3.59,60.66,46.48,1.56,8.61,59.84 ,1.17 ,7.81,13.11,1.93,11.93,0.48
E01006099,E01006099 : Trafford 014B,5.1,50.38,14.96,20.99,19.67,48.00 ,1.65 ,13.69,13.26,1.92,11.86,0.42
E01006164,E01006164 : Trafford 014C,3.73,46.93,12.12,4.13,20.94,47.65 ,2.07 ,15.03,15.91,1.97,12.74,0.51
E01006174,E01006174 : Trafford 014D,3.54,49.97,8.96,19.14,29.24,50.45 ,2.70 ,19.12,13.85,2,12.64,0.45
E01006178,E01006178 : Trafford 014E,4.15,47.39,14.45,29.69,21.2,47.80 ,1.43 ,14.08,14.72,1.99,12.86,0.46
E01006097,E01006097 : Trafford 015A,3.75,52.59,21.91,8.23,33.33,52.28 ,2.79 ,18.35,13.11,1.93,11.93,0.56
E01006160,E01006160 : Trafford 015B,5.09,48.56,2.38,13.83,57.44,43.92 ,8.52 ,38.37,13.64,1.99,12.26,0.25
E01006161,E01006161 : Trafford 015C,4.12,57.57,8.25,12.7,36.44,54.17 ,3.81 ,19.01,13.64,1.99,12.26,0.34
E01006162,E01006162 : Trafford 015D,3.04,60.33,9.38,25.15,23.7,55.82 ,3.56 ,16.72,12.94,1.94,12,0.5
E01006163,E01006163 : Trafford 015E,3.11,57.38,5.03,60.25,34.72,55.16 ,3.55 ,20.37,12.94,1.94,12,0.39
E01006148,E01006148 : Trafford 016A,3.13,51.12,30.26,4.24,24.27,50.76 ,2.63 ,13.3,12,1.87,11.57,0.57
E01006151,E01006151 : Trafford 016B,2.86,53.29,54.06,1.24,8.66,51.19 ,2.30 ,6.73,12.47,1.92,11.77,0.53
E01006152,E01006152 : Trafford 016C,3.95,54.75,77.71,2.42,6.62,51.78 ,1.62 ,5.32,12.7,1.94,11.8,0.55
E01006153,E01006153 : Trafford 016D,4.6,46.8,34.93,1.28,11.64,46.83 ,0.64 ,9.73,12.93,1.96,11.83,0.44
E01006172,E01006172 : Trafford 016E,4.79,39.28,33.74,7.4,16.82,41.98 ,1.69 ,16.49,12,1.87,11.57,0.49
E01006104,E01006104 : Trafford 017A,4.07,21.99,10.84,19.81,23.03,25.87 ,2.13 ,17.2,10.82,2.19,11.54,0.44
E01006105,E01006105 : Trafford 017B,8.17,18.13,3.7,61.98,63.85,18.28 ,5.34 ,32.29,10.2,1.98,11.54,0.5
E01006106,E01006106 : Trafford 017C,5.53,17.87,5.52,36.96,34.72,21.34 ,2.68 ,24.75,10.67,2.3,11.95,0.47
E01006107,E01006107 : Trafford 017D,5.95,20,6.57,33.86,44.21,23.69 ,2.57 ,24.14,11.2,2.19,11.55,0.51
E01006108,E01006108 : Trafford 017E,11.31,18.32,5.26,61.72,76.92,13.90 ,9.32 ,39.36,9.93,1.94,11.73,0.48
E01006102,E01006102 : Trafford 018A,2.81,47.05,13.13,16.11,25.52,45.79 ,1.75 ,16.99,13.57,1.91,11.85,0.44
E01006173,E01006173 : Trafford 018B,2.44,42.82,4.96,4.79,11.53,46.49 ,1.48 ,9.88,13.87,1.94,12.3,0.41
E01006175,E01006175 : Trafford 018C,8.11,26.73,2.02,55.38,57.66,27.70 ,9.31 ,33.87,14.48,1.96,12.73,0.52
E01006176,E01006176 : Trafford 018D,3.41,39.8,15.17,20.28,22.93,41.41 ,4.68 ,13.1,15.61,1.92,12.88,0.47
E01006177,E01006177 : Trafford 018E,6.67,29.21,7.99,31.78,48.59,25.74 ,7.00 ,23.5,14.14,1.9,11.89,0.49
E01006091,E01006091 : Trafford 019A,3.83,50.79,14.61,22.47,25.32,46.81 ,3.55 ,10.37,11.51,1.8,11.42,0.45
E01006092,E01006092 : Trafford 019B,8.2,25.08,5.36,42.86,58.17,25.78 ,8.02 ,30.14,11.4,1.73,11.05,0.29
E01006095,E01006095 : Trafford 019C,4.68,44.98,12.15,7.47,10.38,47.18 ,1.61 ,9.53,11.42,1.83,11.36,0.51
E01006167,E01006167 : Trafford 019D,7.09,24.56,10.9,35.59,68.28,23.89 ,6.36 ,37.74,12.7,1.94,11.8,0.5
E01006168,E01006168 : Trafford 019E,9.05,24.22,3.27,52.52,73.43,19.67 ,8.87 ,35.46,11.44,1.8,11.41,0.5
E01006090,E01006090 : Trafford 020A,4.13,43.59,5.45,11.6,32.69,45.12 ,2.93 ,18.57,13.3,1.92,11.64,0.39
E01006094,E01006094 : Trafford 020B,3.7,47.51,32.44,0.84,9.6,50.65 ,2.02 ,8.92,13.4,2,11.9,0.42
E01006096,E01006096 : Trafford 020C,2.28,51.32,14.49,1.92,14.81,51.53 ,1.57 ,6.78,13.4,2,11.77,0.42
E01006100,E01006100 : Trafford 020D,3.89,47.37,15.67,1.5,22.96,51.53 ,1.50 ,14.31,12.78,1.94,11.91,0.46
E01006103,E01006103 : Trafford 020E,2.49,51.02,8.82,0.67,8.8,53.40 ,1.16 ,7.65,13.4,2,11.9,0.46
E01006101,E01006101 : Trafford 021A,4.05,52.96,20.44,0.55,4.94,54.29 ,0.37 ,7.13,12.83,1.94,11.89,0.52
E01006190,E01006190 : Trafford 021B,3.39,49.92,15.11,1.09,7.79,51.74 ,0.93 ,8.88,12.79,1.9,11.61,0.51
E01006195,E01006195 : Trafford 021C,3.75,43.5,9.9,0.6,7.82,48.15 ,0.15 ,7.84,13.19,1.98,11.77,0.42
E01006196,E01006196 : Trafford 021D,3.83,43.48,5.01,11.05,7.79,47.92 ,1.03 ,9.28,12.99,1.95,11.76,0.43
E01006210,E01006210 : Trafford 021E,3.77,50.08,17.85,0.32,20.06,51.97 ,1.42 ,11.87,13.19,1.93,11.76,0.61
E01006204,E01006204 : Trafford 022A,3.39,43.59,34.89,3.26,19.6,44.84 ,1.85 ,19.57,12.5,1.83,11.46,0.49
E01006206,E01006206 : Trafford 022B,5.78,35.53,25.63,24.3,35.24,35.13 ,3.32 ,19.41,12.34,1.79,11.39,0.45
E01006207,E01006207 : Trafford 022C,8.62,23.58,1.54,30.94,65.34,21.45 ,5.26 ,33.5,11.84,1.7,11.28,0.5
E01006208,E01006208 : Trafford 022D,4.43,34.47,32.43,27.96,33.01,36.37 ,4.01 ,15.3,11.86,1.69,11.55,0.48
E01006211,E01006211 : Trafford 022E,5.22,32.33,5.05,13.76,39.02,34.94 ,3.85 ,19.42,13.06,1.94,11.73,0.5
E01006093,E01006093 : Trafford 023A,3.47,47.49,6.29,21.29,14.38,49.66 ,1.45 ,12.28,13.25,1.88,11.64,0.4
E01006191,E01006191 : Trafford 023B,3.57,49.25,6.82,2.02,10.58,50.26 ,0.93 ,9.33,12.86,1.86,11.62,0.49
E01006192,E01006192 : Trafford 023C,3.45,44.28,22.56,17.12,9.15,46.48 ,0.80 ,14.54,12.27,1.74,11.33,0.47
E01006205,E01006205 : Trafford 023D,2.54,43.34,33.94,2.54,10.93,48.91 ,1.63 ,10.34,11.91,1.72,11.25,0.43
E01006209,E01006209 : Trafford 023E,3.41,46.16,39.12,1.42,6.6,49.39 ,1.57 ,8.82,11.9,1.69,11.09,0.5
E01006078,E01006078 : Trafford 024A,3.94,54.65,4.46,47.52,43.38,50.41 ,9.61 ,22.38,13.25,1.88,11.41,0.33
E01006080,E01006080 : Trafford 024B,3.69,51.12,4.59,31.32,22.64,51.41 ,1.57 ,17.03,13.1,1.76,11.19,0.36
E01006089,E01006089 : Trafford 024C,3.93,48.66,10.27,30.32,30.36,44.15 ,3.84 ,14.23,13.3,1.92,11.34,0.32
E01006193,E01006193 : Trafford 024D,3.82,52.37,16.24,14.79,13.09,50.79 ,2.41 ,13.53,13.1,1.76,11.64,0.46
E01006194,E01006194 : Trafford 024E,3.28,56.46,7.95,60.86,38.67,52.79 ,4.29 ,16.7,11.91,1.63,11.07,0.41
E01006074,E01006074 : Trafford 025A,4.54,40.48,14.49,26.59,40.35,39.76 ,5.26 ,20.51,9.98,1.53,11,0.54
E01006075,E01006075 : Trafford 025B,3.64,58.31,17.92,5.68,38.15,57.22 ,4.14 ,25.05,11.68,1.65,10.94,0.18
E01006076,E01006076 : Trafford 025C,4.91,54.53,16.09,19.29,23.8,53.86 ,3.82 ,15.39,11.25,1.61,10.87,0.64
E01006079,E01006079 : Trafford 025D,3.77,64.99,44.68,12.74,25.59,61.29 ,1.52 ,9.3,11.77,1.72,11.1,0.5
E01006087,E01006087 : Trafford 025E,2.84,49.83,59.86,10.48,27.48,50.59 ,2.31 ,4.27,10.06,1.74,11.32,0.66
E01006083,E01006083 : Trafford 026A,2.37,64.05,39.75,11.59,8.92,61.11 ,1.04 ,5.99,10.78,1.52,11.11,0.6
E01006084,E01006084 : Trafford 026B,4.11,67.05,28.19,16.69,12.89,62.82 ,0.94 ,5.51,10.82,1.46,11.8,0.56
E01006088,E01006088 : Trafford 026C,3.58,63.99,8.31,60.88,24.77,60.34 ,1.81 ,10.12,10.78,1.52,11.01,0.46
E01006139,E01006139 : Trafford 026D,2.82,59.29,15.08,16.34,20.45,58.33 ,0.98 ,12.71,11.07,1.56,11.08,0.42
E01006140,E01006140 : Trafford 026E,3.02,56.2,21.09,20.77,20.22,54.62 ,1.28 ,7.95,11.35,1.59,11.03,0.5
E01006077,E01006077 : Trafford 027A,5.65,56.57,5.48,45.08,42.71,53.11 ,2.62 ,24.66,10.78,1.52,10.98,0.42
E01006081,E01006081 : Trafford 027B,2.73,61.36,79.72,1.59,5.57,59.61 ,1.39 ,4.97,11.24,1.47,11.62,0.61
E01006082,E01006082 : Trafford 027C,2.59,61.47,26.67,12,18.72,60.14 ,1.63 ,10.39,10.65,1.49,11.42,0.58
E01006085,E01006085 : Trafford 027D,4.21,59.49,26.59,28.5,17.41,55.72 ,1.75 ,8.47,10.66,1.47,11.67,0.57
E01006086,E01006086 : Trafford 027E,5.11,50.76,28.75,27.22,27.45,46.52 ,2.29 ,14.37,10.75,1.45,11.87,0.56
E01006134,E01006134 : Trafford 028A,3.66,57.41,74.9,3.23,7.21,55.31 ,0.76 ,5.12,11.35,1.5,11.68,0.66
